Noisy,Clean,input_text,target_text
जीवन में सुख और दुख का आना और जाना लगा रहता है,जीवन में सुख और दुख का आना-जाना लगा रहता है।,जीवन में सुख और दुख का आना और जाना लगा रहता है </s> <2hi>,<2hi> जीवन में सुख और दुख का आना-जाना लगा रहता है। </s>
चाय और पानी पीकर जाना।,चाय और पानी पीकर जाना।,चाय और पानी पीकर जाना। </s> <2hi>,<2hi> चाय और पानी पीकर जाना। </s>
मैं लाइब्रेरी में बैठकर शांति से अपनी थीसिस लिख रहा हूँ क्योंकि मैं जानता हूँ कि घर में बहुत शोर होगा। संभवतः मैं शाम तक अपना काम पूरा कर लूँगा। क्या तुम मुझे लेने आ सकते हो?,मैं लाइब्रेरी में बैठकर शांति से अपनी थीसिस लिख रहा हूँ क्योंकि मैं जानता हूँ कि घर में बहुत शोर होगा। संभवतः मैं शाम तक अपना काम पूरा कर लूँगा। क्या तुम मुझे लेने आ सकते हो?,मैं लाइब्रेरी में बैठकर शांति से अपनी थीसिस लिख रहा हूँ क्योंकि मैं जानता हूँ कि घर में बहुत शोर होगा। संभवतः मैं शाम तक अपना काम पूरा कर लूँगा। क्या तुम मुझे लेने आ सकते हो? </s> <2hi>,<2hi> मैं लाइब्रेरी में बैठकर शांति से अपनी थीसिस लिख रहा हूँ क्योंकि मैं जानता हूँ कि घर में बहुत शोर होगा। संभवतः मैं शाम तक अपना काम पूरा कर लूँगा। क्या तुम मुझे लेने आ सकते हो? </s>
में इस रिश्ते में काफी खुश हु क्योंकि में जानता हु कि तुम मेरे साथ हो अत में दुनिया की किसी भी मुश्किल का सामना कर सकता हु। क्या तुम हमेशा मेरे साथ रहोगे?,मैं इस रिश्ते में काफी खुश हूँ क्योंकि मैं जानता हूँ कि तुम मेरे साथ हो। अतः मैं दुनिया की किसी भी मुश्किल का सामना कर सकता हूँ। क्या तुम हमेशा मेरे साथ रहोगे?,में इस रिश्ते में काफी खुश हु क्योंकि में जानता हु कि तुम मेरे साथ हो अत में दुनिया की किसी भी मुश्किल का सामना कर सकता हु। क्या तुम हमेशा मेरे साथ रहोगे? </s> <2hi>,<2hi> मैं इस रिश्ते में काफी खुश हूँ क्योंकि मैं जानता हूँ कि तुम मेरे साथ हो। अतः मैं दुनिया की किसी भी मुश्किल का सामना कर सकता हूँ। क्या तुम हमेशा मेरे साथ रहोगे? </s>
"यह पत्थर तो गोल है, पर क्या वे सभी पत्थर भी गोल हैं?","यह पत्थर तो गोल है, पर क्या वे सभी पत्थर भी गोल हैं?","यह पत्थर तो गोल है, पर क्या वे सभी पत्थर भी गोल हैं? </s> <2hi>","<2hi> यह पत्थर तो गोल है, पर क्या वे सभी पत्थर भी गोल हैं? </s>"
में सिनेमा हॉल में बैठा हु और में फिल्म का इंतज़ार कर रहा हु। यहाँ काफी भीड़ और शोर है अत में थोड़ा परेशान हु। क्या तुमने यह मूवी पहले देखी है?,"मैं सिनेमा हॉल में बैठा हूँ और मैं फिल्म का इंतज़ार कर रहा हूँ। यहाँ काफी भीड़ और शोर है, अतः मैं थोड़ा परेशान हूँ। क्या तुमने यह मूवी पहले देखी है?",में सिनेमा हॉल में बैठा हु और में फिल्म का इंतज़ार कर रहा हु। यहाँ काफी भीड़ और शोर है अत में थोड़ा परेशान हु। क्या तुमने यह मूवी पहले देखी है? </s> <2hi>,"<2hi> मैं सिनेमा हॉल में बैठा हूँ और मैं फिल्म का इंतज़ार कर रहा हूँ। यहाँ काफी भीड़ और शोर है, अतः मैं थोड़ा परेशान हूँ। क्या तुमने यह मूवी पहले देखी है? </s>"
क्या यह ऐप फ्री है या इसके बाकी फीचर्स के लिए पैसे देने पड़ते हैं,"क्या यह ऐप फ्री है, या इसके बाकी फीचर्स के लिए पैसे देने पड़ते हैं?",क्या यह ऐप फ्री है या इसके बाकी फीचर्स के लिए पैसे देने पड़ते हैं </s> <2hi>,"<2hi> क्या यह ऐप फ्री है, या इसके बाकी फीचर्स के लिए पैसे देने पड़ते हैं? </s>"
शाबाश! तुमने अपनी मेहनत से यह मुकाम हासिल किया है।,शाबाश! तुमने अपनी मेहनत से यह मुकाम हासिल किया है।,शाबाश! तुमने अपनी मेहनत से यह मुकाम हासिल किया है। </s> <2hi>,<2hi> शाबाश! तुमने अपनी मेहनत से यह मुकाम हासिल किया है। </s>
क्या तुम पागल हो गए हो ये तुम क्या कर रहे हो,क्या तुम पागल हो गए हो? ये तुम क्या कह रहे हो?,क्या तुम पागल हो गए हो ये तुम क्या कर रहे हो </s> <2hi>,<2hi> क्या तुम पागल हो गए हो? ये तुम क्या कह रहे हो? </s>
में जानता हु कि तुम वहा नहीं जाना चाहते पर मा के लिए चलो,"मैं जानता हूँ कि तुम वहाँ नहीं जाना चाहते, पर माँ के लिए चलो।",में जानता हु कि तुम वहा नहीं जाना चाहते पर मा के लिए चलो </s> <2hi>,"<2hi> मैं जानता हूँ कि तुम वहाँ नहीं जाना चाहते, पर माँ के लिए चलो। </s>"
राम राम भाई कैसे हो क्या सब ठीक है,राम-राम भाई! कैसे हो? क्या सब ठीक है?,राम राम भाई कैसे हो क्या सब ठीक है </s> <2hi>,<2hi> राम-राम भाई! कैसे हो? क्या सब ठीक है? </s>
कंटेनर्स बहुत भारी हैं! क्या कोई इन्हें क्रेन से उठाने में मदद कर सकता है,कंटेनर्स बहुत भारी हैं! क्या कोई इन्हें क्रेन से उठाने में मदद कर सकता है?,कंटेनर्स बहुत भारी हैं! क्या कोई इन्हें क्रेन से उठाने में मदद कर सकता है </s> <2hi>,<2hi> कंटेनर्स बहुत भारी हैं! क्या कोई इन्हें क्रेन से उठाने में मदद कर सकता है? </s>
"खबरदार! अगर तुमने दोबारा ऐसी लड़ाई-झगड़े वाली बात की, तो फिर अंजाम क्या होगा","खबरदार! अगर तुमने दोबारा ऐसी लड़ाई-झगड़े वाली बात की, तो फिर अंजाम क्या होगा?","खबरदार! अगर तुमने दोबारा ऐसी लड़ाई-झगड़े वाली बात की, तो फिर अंजाम क्या होगा </s> <2hi>","<2hi> खबरदार! अगर तुमने दोबारा ऐसी लड़ाई-झगड़े वाली बात की, तो फिर अंजाम क्या होगा? </s>"
"देखो! फ्रिज में सब्ज़ी, फल और दूध खत्म हो गया है। मैं काफी बिजी हूँ, अतः क्या तुम मार्केट जाकर यह सब ला सकते हो? सुनो! पैसे मेज़ में रखे हैं।","देखो! फ्रिज में सब्ज़ी, फल और दूध खत्म हो गया है। मैं काफी बिजी हूँ, अतः क्या तुम मार्केट जाकर यह सब ला सकते हो? सुनो! पैसे मेज़ में रखे हैं।","देखो! फ्रिज में सब्ज़ी, फल और दूध खत्म हो गया है। मैं काफी बिजी हूँ, अतः क्या तुम मार्केट जाकर यह सब ला सकते हो? सुनो! पैसे मेज़ में रखे हैं। </s> <2hi>","<2hi> देखो! फ्रिज में सब्ज़ी, फल और दूध खत्म हो गया है। मैं काफी बिजी हूँ, अतः क्या तुम मार्केट जाकर यह सब ला सकते हो? सुनो! पैसे मेज़ में रखे हैं। </s>"
अनुजया क्या तुमने कुकर की सीटी सुनी सायेद दाल बन गई है उसे बंद कर दो,अनुजया! क्या तुमने कुकर की सीटी सुनी? शायद दाल बन गई है। उसे बंद कर दो।,अनुजया क्या तुमने कुकर की सीटी सुनी सायेद दाल बन गई है उसे बंद कर दो </s> <2hi>,<2hi> अनुजया! क्या तुमने कुकर की सीटी सुनी? शायद दाल बन गई है। उसे बंद कर दो। </s>
यह कमरा हवादार है ऊपर के सभी कमरे घुटन भरे हे क्या?,यह कमरा हवादार है। ऊपर के सभी कमरे घुटन भरे हैं क्या?,यह कमरा हवादार है ऊपर के सभी कमरे घुटन भरे हे क्या? </s> <2hi>,<2hi> यह कमरा हवादार है। ऊपर के सभी कमरे घुटन भरे हैं क्या? </s>
क्या वे सभी पार्सल तुम्हारे हैं या सिर्फ यह एक डिब्बा तुम्हारा है,"क्या वे सभी पार्सल तुम्हारे हैं, या सिर्फ यह एक डिब्बा तुम्हारा है?",क्या वे सभी पार्सल तुम्हारे हैं या सिर्फ यह एक डिब्बा तुम्हारा है </s> <2hi>,"<2hi> क्या वे सभी पार्सल तुम्हारे हैं, या सिर्फ यह एक डिब्बा तुम्हारा है? </s>"
अलमारी में शर्ट्स पैंट्स और स्वेटर करीने से रखे हैं,"अलमारी में शर्ट्स, पैंट्स, और स्वेटर करीने से रखे हैं।",अलमारी में शर्ट्स पैंट्स और स्वेटर करीने से रखे हैं </s> <2hi>,"<2hi> अलमारी में शर्ट्स, पैंट्स, और स्वेटर करीने से रखे हैं। </s>"
बधाई हो! आखिरकार तुम्हारी मेहनत और लगन रंग लाई।,बधाई हो! आखिरकार तुम्हारी मेहनत और लगन रंग लाई।,बधाई हो! आखिरकार तुम्हारी मेहनत और लगन रंग लाई। </s> <2hi>,<2hi> बधाई हो! आखिरकार तुम्हारी मेहनत और लगन रंग लाई। </s>
मैं साफ़-साफ़ शब्दों में अपनी बात कहूँगा,मैं साफ़-साफ़ शब्दों में अपनी बात कहूँगा।,मैं साफ़-साफ़ शब्दों में अपनी बात कहूँगा </s> <2hi>,<2hi> मैं साफ़-साफ़ शब्दों में अपनी बात कहूँगा। </s>
देखो! गमले में फूल मुरझा गए हैं क्योंकि मैं उनमें पानी डालना भूल गया था। अतः मैं अभी उन्हें पानी दे रहा हूँ ताकि मैं उन्हें बचा सकूँ। क्या तुमने अपने पौधों का ध्यान रखा है?,देखो! गमले में फूल मुरझा गए हैं क्योंकि मैं उनमें पानी डालना भूल गया था। अतः मैं अभी उन्हें पानी दे रहा हूँ ताकि मैं उन्हें बचा सकूँ। क्या तुमने अपने पौधों का ध्यान रखा है?,देखो! गमले में फूल मुरझा गए हैं क्योंकि मैं उनमें पानी डालना भूल गया था। अतः मैं अभी उन्हें पानी दे रहा हूँ ताकि मैं उन्हें बचा सकूँ। क्या तुमने अपने पौधों का ध्यान रखा है? </s> <2hi>,<2hi> देखो! गमले में फूल मुरझा गए हैं क्योंकि मैं उनमें पानी डालना भूल गया था। अतः मैं अभी उन्हें पानी दे रहा हूँ ताकि मैं उन्हें बचा सकूँ। क्या तुमने अपने पौधों का ध्यान रखा है? </s>
प्रोजेक्ट बहुत टफ है क्या तुम्हें पता है कि इसके बाकी हिस्से कौन करेगा,प्रोजेक्ट बहुत टफ है। क्या तुम्हें पता है कि इसके बाकी हिस्से कौन करेगा?,प्रोजेक्ट बहुत टफ है क्या तुम्हें पता है कि इसके बाकी हिस्से कौन करेगा </s> <2hi>,<2hi> प्रोजेक्ट बहुत टफ है। क्या तुम्हें पता है कि इसके बाकी हिस्से कौन करेगा? </s>
बाज़ार मे भीड़ थी पर में वहाँ से जल्दी निकल आया क्युकी में थक गया था,बाज़ार में भीड़ थी पर मैं वहाँ से जल्दी निकल आया क्योंकि मैं थक गया था।,बाज़ार मे भीड़ थी पर में वहाँ से जल्दी निकल आया क्युकी में थक गया था </s> <2hi>,<2hi> बाज़ार में भीड़ थी पर मैं वहाँ से जल्दी निकल आया क्योंकि मैं थक गया था। </s>
में पार्क में बैठा हु क्या तुम मेरे पास आओगे,मैं पार्क में बैठा हूँ। क्या तुम मेरे पास आओगे?,में पार्क में बैठा हु क्या तुम मेरे पास आओगे </s> <2hi>,<2hi> मैं पार्क में बैठा हूँ। क्या तुम मेरे पास आओगे? </s>
यह डिब्बा खाली है अलमारी के बाकी डिब्बे भरे हे क्या?,यह डिब्बा खाली है। अलमारी के बाकी डिब्बे भरे हैं क्या?,यह डिब्बा खाली है अलमारी के बाकी डिब्बे भरे हे क्या? </s> <2hi>,<2hi> यह डिब्बा खाली है। अलमारी के बाकी डिब्बे भरे हैं क्या? </s>
सोना और चाँदी बहुत महंगे हैं,सोना और चाँदी बहुत महंगे हैं।,सोना और चाँदी बहुत महंगे हैं </s> <2hi>,<2hi> सोना और चाँदी बहुत महंगे हैं। </s>
संभवतः वे अब तक पहुँच चुके होंगे,संभवतः वे अब तक पहुँच चुके होंगे।,संभवतः वे अब तक पहुँच चुके होंगे </s> <2hi>,<2hi> संभवतः वे अब तक पहुँच चुके होंगे। </s>
हाय मेरा सारा कीमती सामान चोरी हो गया,हाय! मेरा सारा कीमती सामान चोरी हो गया।,हाय मेरा सारा कीमती सामान चोरी हो गया </s> <2hi>,<2hi> हाय! मेरा सारा कीमती सामान चोरी हो गया। </s>
सावधान! आगे का रास्ता बहुत संकरा और पथरीला है क्या तुम्हारी गाड़ी वहाँ जा पाएगी,सावधान! आगे का रास्ता बहुत संकरा और पथरीला है। क्या तुम्हारी गाड़ी वहाँ जा पाएगी?,सावधान! आगे का रास्ता बहुत संकरा और पथरीला है क्या तुम्हारी गाड़ी वहाँ जा पाएगी </s> <2hi>,<2hi> सावधान! आगे का रास्ता बहुत संकरा और पथरीला है। क्या तुम्हारी गाड़ी वहाँ जा पाएगी? </s>
मंदिर का पुन निर्माण हुआ,मंदिर का पुनः निर्माण हुआ।,मंदिर का पुन निर्माण हुआ </s> <2hi>,<2hi> मंदिर का पुनः निर्माण हुआ। </s>
देश दुनिया की खबरें और ज्ञान बढ़ाओ,देश-दुनिया की खबरें और ज्ञान बढ़ाओ।,देश दुनिया की खबरें और ज्ञान बढ़ाओ </s> <2hi>,<2hi> देश-दुनिया की खबरें और ज्ञान बढ़ाओ। </s>
"यह जूता तो गंदा है, पर क्या तुम्हारे दोनों जूते भी गंदे हैं?","यह जूता तो गंदा है, पर क्या तुम्हारे दोनों जूते भी गंदे हैं?","यह जूता तो गंदा है, पर क्या तुम्हारे दोनों जूते भी गंदे हैं? </s> <2hi>","<2hi> यह जूता तो गंदा है, पर क्या तुम्हारे दोनों जूते भी गंदे हैं? </s>"
सुनो अपने सगे-संबंधी और दोस्तों को भी न्योता दे देना।,सुनो! अपने सगे-संबंधी और दोस्तों को भी न्योता दे देना।,सुनो अपने सगे-संबंधी और दोस्तों को भी न्योता दे देना। </s> <2hi>,<2hi> सुनो! अपने सगे-संबंधी और दोस्तों को भी न्योता दे देना। </s>
नदी मे नाव डूब रही है बचाओ बचाओ क्या कोई सुन रहा है जल्दी भागो वरना देर हो जाएगी,नदी में नाव डूब रही है! बचाओ! बचाओ! क्या कोई सुन रहा है? जल्दी भागो वरना देर हो जाएगी।,नदी मे नाव डूब रही है बचाओ बचाओ क्या कोई सुन रहा है जल्दी भागो वरना देर हो जाएगी </s> <2hi>,<2hi> नदी में नाव डूब रही है! बचाओ! बचाओ! क्या कोई सुन रहा है? जल्दी भागो वरना देर हो जाएगी। </s>
"संभवत रिज़ल्ट आज आएगा, अत में बहुत नर्वस महसूस कर रहा हु में जानता हु कि में पास हो जाऊँगा, पर में अच्छे नंबरों की उम्मीद कर रहा हु क्या तुम भी अपना रिज़ल्ट चेक करने वाले हो","संभवतः रिज़ल्ट आज आएगा, अतः मैं बहुत नर्वस महसूस कर रहा हूँ। मैं जानता हूँ कि मैं पास हो जाऊँगा, पर मैं अच्छे नंबरों की उम्मीद कर रहा हूँ। क्या तुम भी अपना रिज़ल्ट चेक करने वाले हो?","संभवत रिज़ल्ट आज आएगा, अत में बहुत नर्वस महसूस कर रहा हु में जानता हु कि में पास हो जाऊँगा, पर में अच्छे नंबरों की उम्मीद कर रहा हु क्या तुम भी अपना रिज़ल्ट चेक करने वाले हो </s> <2hi>","<2hi> संभवतः रिज़ल्ट आज आएगा, अतः मैं बहुत नर्वस महसूस कर रहा हूँ। मैं जानता हूँ कि मैं पास हो जाऊँगा, पर मैं अच्छे नंबरों की उम्मीद कर रहा हूँ। क्या तुम भी अपना रिज़ल्ट चेक करने वाले हो? </s>"
देख वह लड़का बैग बोतल छाता और किताबें लेकर भाग रहा है।,"देख! वह लड़का बैग, बोतल, छाता और किताबें लेकर भाग रहा है।",देख वह लड़का बैग बोतल छाता और किताबें लेकर भाग रहा है। </s> <2hi>,"<2hi> देख! वह लड़का बैग, बोतल, छाता और किताबें लेकर भाग रहा है। </s>"
कृपया आप पुन प्रयास करें,कृपया आप पुनः प्रयास करें।,कृपया आप पुन प्रयास करें </s> <2hi>,<2hi> कृपया आप पुनः प्रयास करें। </s>
अरे! तुम अभी भी पार्किंग में हो क्या तुम्हें ऑफिस की एंट्री नहीं मिली,अरे! तुम अभी भी पार्किंग में हो। क्या तुम्हें ऑफिस की एंट्री नहीं मिली?,अरे! तुम अभी भी पार्किंग में हो क्या तुम्हें ऑफिस की एंट्री नहीं मिली </s> <2hi>,<2hi> अरे! तुम अभी भी पार्किंग में हो। क्या तुम्हें ऑफिस की एंट्री नहीं मिली? </s>
उफ़ क्या इस शहर में गर्मी कभी कम नहीं होगी?,उफ़! क्या इस शहर में गर्मी कभी कम नहीं होगी?,उफ़ क्या इस शहर में गर्मी कभी कम नहीं होगी? </s> <2hi>,<2hi> उफ़! क्या इस शहर में गर्मी कभी कम नहीं होगी? </s>
मैं अपनी डायरी मे सब लिखता हूँ ताकि मैं भूल न जाऊँ,मैं अपनी डायरी में सब लिखता हूँ ताकि मैं भूल न जाऊँ।,मैं अपनी डायरी मे सब लिखता हूँ ताकि मैं भूल न जाऊँ </s> <2hi>,<2hi> मैं अपनी डायरी में सब लिखता हूँ ताकि मैं भूल न जाऊँ। </s>
"अरे! तुम अभी तक सो रहे हो जबकि पूरे शहर में धूप निकल आई है। में तैयार हो गया हु और में बाहर जा रहा हु, अत जल्दी उठो। क्या तुम मेरे साथ ब्रेकफास्ट करोगे","अरे! तुम अभी तक सो रहे हो जबकि पूरे शहर में धूप निकल आई है। मैं तैयार हो गया हूँ और मैं बाहर जा रहा हूँ, अतः जल्दी उठो। क्या तुम मेरे साथ ब्रेकफास्ट करोगे?","अरे! तुम अभी तक सो रहे हो जबकि पूरे शहर में धूप निकल आई है। में तैयार हो गया हु और में बाहर जा रहा हु, अत जल्दी उठो। क्या तुम मेरे साथ ब्रेकफास्ट करोगे </s> <2hi>","<2hi> अरे! तुम अभी तक सो रहे हो जबकि पूरे शहर में धूप निकल आई है। मैं तैयार हो गया हूँ और मैं बाहर जा रहा हूँ, अतः जल्दी उठो। क्या तुम मेरे साथ ब्रेकफास्ट करोगे? </s>"
ओहो सारा बैकअप फेल हो गया है क्या इसे रिस्टोर करना मुमकिन है,ओहो! सारा बैकअप फेल हो गया है। क्या इसे रिस्टोर करना मुमकिन है?,ओहो सारा बैकअप फेल हो गया है क्या इसे रिस्टोर करना मुमकिन है </s> <2hi>,<2hi> ओहो! सारा बैकअप फेल हो गया है। क्या इसे रिस्टोर करना मुमकिन है? </s>
में कल बाजार जाउगा जहा बहुत भीड है क्या तुम कुछ मगाओगे,मैं कल बाज़ार जाऊँगा जहाँ बहुत भीड़ है। क्या तुम कुछ मँगाओगे?,में कल बाजार जाउगा जहा बहुत भीड है क्या तुम कुछ मगाओगे </s> <2hi>,<2hi> मैं कल बाज़ार जाऊँगा जहाँ बहुत भीड़ है। क्या तुम कुछ मँगाओगे? </s>
बाजार से फल और सब्जी ले आओ,बाजार से फल और सब्जी ले आओ।,बाजार से फल और सब्जी ले आओ </s> <2hi>,<2hi> बाजार से फल और सब्जी ले आओ। </s>
अतः सच्चाई सबके सामने आ गई,अतः सच्चाई सबके सामने आ गई।,अतः सच्चाई सबके सामने आ गई </s> <2hi>,<2hi> अतः सच्चाई सबके सामने आ गई। </s>
में पार्क में टहल रहा था जब में फिसल कर कीचड़ में गिर गया उफ़ मेरे कपड़े गंदे हो गए हे और में बहुत शर्मिंदा महसूस कर रहा हु क्या तुम मेरी घर जाने में मदद कर सकते हो,मैं पार्क में टहल रहा था जब मैं फिसल कर कीचड़ में गिर गया। उफ़! मेरे कपड़े गंदे हो गए हैं और मैं बहुत शर्मिंदा महसूस कर रहा हूँ। क्या तुम मेरी घर जाने में मदद कर सकते हो?,में पार्क में टहल रहा था जब में फिसल कर कीचड़ में गिर गया उफ़ मेरे कपड़े गंदे हो गए हे और में बहुत शर्मिंदा महसूस कर रहा हु क्या तुम मेरी घर जाने में मदद कर सकते हो </s> <2hi>,<2hi> मैं पार्क में टहल रहा था जब मैं फिसल कर कीचड़ में गिर गया। उफ़! मेरे कपड़े गंदे हो गए हैं और मैं बहुत शर्मिंदा महसूस कर रहा हूँ। क्या तुम मेरी घर जाने में मदद कर सकते हो? </s>
बॉक्स बहुत बड़े हे क्या कोई इन्हें गाड़ी में रखने में मेरी मदद कर सकता है,बॉक्स बहुत बड़े हैं! क्या कोई इन्हें गाड़ी में रखने में मेरी मदद कर सकता है?,बॉक्स बहुत बड़े हे क्या कोई इन्हें गाड़ी में रखने में मेरी मदद कर सकता है </s> <2hi>,<2hi> बॉक्स बहुत बड़े हैं! क्या कोई इन्हें गाड़ी में रखने में मेरी मदद कर सकता है? </s>
"यह लाइट तो डिम है, पर क्या हॉल की सारी लाइट्स चालू हैं?","यह लाइट तो डिम है, पर क्या हॉल की सारी लाइट्स चालू हैं?","यह लाइट तो डिम है, पर क्या हॉल की सारी लाइट्स चालू हैं? </s> <2hi>","<2hi> यह लाइट तो डिम है, पर क्या हॉल की सारी लाइट्स चालू हैं? </s>"
क्या तुमने वह लाल रंग की शर्ट देखी है जिसे मैं कल बाज़ार से खरीदकर लाया था,क्या तुमने वह लाल रंग की शर्ट देखी है जिसे मैं कल बाज़ार से खरीदकर लाया था?,क्या तुमने वह लाल रंग की शर्ट देखी है जिसे मैं कल बाज़ार से खरीदकर लाया था </s> <2hi>,<2hi> क्या तुमने वह लाल रंग की शर्ट देखी है जिसे मैं कल बाज़ार से खरीदकर लाया था? </s>
सावधान! आगे रास्ते में पत्थर और कांच के टुकड़े पड़े हैं।,सावधान! आगे रास्ते में पत्थर और कांच के टुकड़े पड़े हैं।,सावधान! आगे रास्ते में पत्थर और कांच के टुकड़े पड़े हैं। </s> <2hi>,<2hi> सावधान! आगे रास्ते में पत्थर और कांच के टुकड़े पड़े हैं। </s>
"में भीड़ में खोया हुआ हु और में अपने दोस्तों को ढूंढ रहा हु संभवत वे सब गेट के पास हे, अत में वहाँ जा रहा हु क्या तुमने उन्हें देखा है","मैं भीड़ में खोया हुआ हूँ और मैं अपने दोस्तों को ढूंढ रहा हूँ। संभवतः वे सब गेट के पास हैं, अतः मैं वहाँ जा रहा हूँ। क्या तुमने उन्हें देखा है?","में भीड़ में खोया हुआ हु और में अपने दोस्तों को ढूंढ रहा हु संभवत वे सब गेट के पास हे, अत में वहाँ जा रहा हु क्या तुमने उन्हें देखा है </s> <2hi>","<2hi> मैं भीड़ में खोया हुआ हूँ और मैं अपने दोस्तों को ढूंढ रहा हूँ। संभवतः वे सब गेट के पास हैं, अतः मैं वहाँ जा रहा हूँ। क्या तुमने उन्हें देखा है? </s>"
रात और दिन काम करना पड़ता है,रात और दिन काम करना पड़ता है।,रात और दिन काम करना पड़ता है </s> <2hi>,<2hi> रात और दिन काम करना पड़ता है। </s>
कॉपी चेक हो चुकी है पर कुछ कॉपियाँ अभी भी ऑफिस में रखी हैं।,"कॉपी चेक हो चुकी है, पर कुछ कॉपियाँ अभी भी ऑफिस में रखी हैं।",कॉपी चेक हो चुकी है पर कुछ कॉपियाँ अभी भी ऑफिस में रखी हैं। </s> <2hi>,"<2hi> कॉपी चेक हो चुकी है, पर कुछ कॉपियाँ अभी भी ऑफिस में रखी हैं। </s>"
मैं बस में बैठा हूँ और मैं अपनी मंज़िल के इंतज़ार में हूँ,मैं बस में बैठा हूँ और मैं अपनी मंज़िल के इंतज़ार में हूँ।,मैं बस में बैठा हूँ और मैं अपनी मंज़िल के इंतज़ार में हूँ </s> <2hi>,<2hi> मैं बस में बैठा हूँ और मैं अपनी मंज़िल के इंतज़ार में हूँ। </s>
उसने दिन रात मेहनत की।,उसने दिन-रात मेहनत की।,उसने दिन रात मेहनत की। </s> <2hi>,<2hi> उसने दिन-रात मेहनत की। </s>
हाय! उसे कितनी चोट लगी है क्या कोई डॉक्टर आस-पास है,हाय! उसे कितनी चोट लगी है। क्या कोई डॉक्टर आस-पास है?,हाय! उसे कितनी चोट लगी है क्या कोई डॉक्टर आस-पास है </s> <2hi>,<2hi> हाय! उसे कितनी चोट लगी है। क्या कोई डॉक्टर आस-पास है? </s>
भाई क्या तुम मेरे साथ चलोगे मुझे बाज़ार से सामान लाना है,भाई! क्या तुम मेरे साथ चलोगे? मुझे बाज़ार से सामान लाना है।,भाई क्या तुम मेरे साथ चलोगे मुझे बाज़ार से सामान लाना है </s> <2hi>,<2hi> भाई! क्या तुम मेरे साथ चलोगे? मुझे बाज़ार से सामान लाना है। </s>
देखो बादल छा गए है क्या आज बारिश होगी,"देखो, बादल छा गए हैं। क्या आज बारिश होगी?",देखो बादल छा गए है क्या आज बारिश होगी </s> <2hi>,"<2hi> देखो, बादल छा गए हैं। क्या आज बारिश होगी? </s>"
यह कैमरा तो ऑन है पर क्या सारे कैमरे रिकॉर्डिंग कर रहे हैं,"यह कैमरा तो ऑन है, पर क्या सारे कैमरे रिकॉर्डिंग कर रहे हैं?",यह कैमरा तो ऑन है पर क्या सारे कैमरे रिकॉर्डिंग कर रहे हैं </s> <2hi>,"<2hi> यह कैमरा तो ऑन है, पर क्या सारे कैमरे रिकॉर्डिंग कर रहे हैं? </s>"
सुपरमार्केट में शॉपिंग कर रहा हु यहाँ बहुत सारी फ्रेश वेजिटेबल्स हे,सुपरमार्केट में शॉपिंग कर रहा हूँ। यहाँ बहुत सारी फ्रेश वेजिटेबल्स हैं।,सुपरमार्केट में शॉपिंग कर रहा हु यहाँ बहुत सारी फ्रेश वेजिटेबल्स हे </s> <2hi>,<2hi> सुपरमार्केट में शॉपिंग कर रहा हूँ। यहाँ बहुत सारी फ्रेश वेजिटेबल्स हैं। </s>
मैं अभी मीटिंग में हूँ| क्या मैं तुम्हें थोड़ी देर में फोन करूँ?,मैं अभी मीटिंग में हूँ| क्या मैं तुम्हें थोड़ी देर में फोन करूँ?,मैं अभी मीटिंग में हूँ| क्या मैं तुम्हें थोड़ी देर में फोन करूँ? </s> <2hi>,<2hi> मैं अभी मीटिंग में हूँ| क्या मैं तुम्हें थोड़ी देर में फोन करूँ? </s>
सच! क्या तुमने अपनी पुरानी यादें फोटो खत और डायरी सब जला दीं?,"सच! क्या तुमने अपनी पुरानी यादें, फोटो, खत और डायरी सब जला दीं?",सच! क्या तुमने अपनी पुरानी यादें फोटो खत और डायरी सब जला दीं? </s> <2hi>,"<2hi> सच! क्या तुमने अपनी पुरानी यादें, फोटो, खत और डायरी सब जला दीं? </s>"
"क्या यह पास आज के लिए है, या इसकी वैलिडिटी कल भी रहेगी","क्या यह पास आज के लिए है, या इसकी वैलिडिटी कल भी रहेगी?","क्या यह पास आज के लिए है, या इसकी वैलिडिटी कल भी रहेगी </s> <2hi>","<2hi> क्या यह पास आज के लिए है, या इसकी वैलिडिटी कल भी रहेगी? </s>"
