Noisy,Clean
चुप! क्या तुम्हें समझ नहीं आता कि यहाँ शांति रखनी है,चुप! क्या तुम्हें समझ नहीं आता कि यहाँ शांति रखनी है?
चुप क्या तुम्हें समझ नहीं आता कि यहाँ शांति रखनी है,चुप! क्या तुम्हें समझ नहीं आता कि यहाँ शांति रखनी है?
धिक्कार है! क्या तुम्हें अपने किए पर ज़रा भी शर्म नहीं आती?,धिक्कार है! क्या तुम्हें अपने किए पर ज़रा भी शर्म नहीं आती?
धिक्कार है क्या तुम्हें अपने किए पर ज़रा भी शर्म नहीं आती?,धिक्कार है! क्या तुम्हें अपने किए पर ज़रा भी शर्म नहीं आती?
धिक्कार है क्या तुम्हें अपने किए पर ज़रा भी शर्म नहीं आती,धिक्कार है! क्या तुम्हें अपने किए पर ज़रा भी शर्म नहीं आती?
धिक्कार है! क्या तुम्हें अपने किए पर ज़रा भी शर्म नहीं आती,धिक्कार है! क्या तुम्हें अपने किए पर ज़रा भी शर्म नहीं आती?
बचाओ! क्या यहाँ आस-पास कोई पुलिस स्टेशन है?,बचाओ! क्या यहाँ आस-पास कोई पुलिस स्टेशन है?
बचाओ क्या यहाँ आस-पास कोई पुलिस स्टेशन है,बचाओ! क्या यहाँ आस-पास कोई पुलिस स्टेशन है?
बचाओ! क्या यहाँ आस-पास कोई पुलिस स्टेशन है,बचाओ! क्या यहाँ आस-पास कोई पुलिस स्टेशन है?
बचाओ क्या यहाँ आस पास कोई पुलिस स्टेशन है,बचाओ! क्या यहाँ आस-पास कोई पुलिस स्टेशन है?
बचाओ क्या यहाँ आस-पास कोई पुलिस स्टेशन है?,बचाओ! क्या यहाँ आस-पास कोई पुलिस स्टेशन है?
बचाओ! क्या यहाँ आस पास कोई पुलिस स्टेशन है?,बचाओ! क्या यहाँ आस-पास कोई पुलिस स्टेशन है?
राम-राम! क्या ज़माना आ गया है कि बच्चे अपनों का सम्मान नहीं करते?,राम-राम! क्या ज़माना आ गया है कि बच्चे अपनों का सम्मान नहीं करते?
राम-राम क्या ज़माना आ गया है कि बच्चे अपनों का सम्मान नहीं करते,राम-राम! क्या ज़माना आ गया है कि बच्चे अपनों का सम्मान नहीं करते?
राम राम क्या ज़माना आ गया है कि बच्चे अपनों का सम्मान नहीं करते,राम-राम! क्या ज़माना आ गया है कि बच्चे अपनों का सम्मान नहीं करते?
राम-राम! क्या ज़माना आ गया है कि बच्चे अपनों का सम्मान नहीं करते,राम-राम! क्या ज़माना आ गया है कि बच्चे अपनों का सम्मान नहीं करते?
राम-राम क्या ज़माना आ गया है कि बच्चे अपनों का सम्मान नहीं करते?,राम-राम! क्या ज़माना आ गया है कि बच्चे अपनों का सम्मान नहीं करते?
राम राम! क्या ज़माना आ गया है कि बच्चे अपनों का सम्मान नहीं करते?,राम-राम! क्या ज़माना आ गया है कि बच्चे अपनों का सम्मान नहीं करते?
अजीबो-गरीब! क्या ऐसा होना असल में मुमकिन है?,अजीबो-गरीब! क्या ऐसा होना असल में मुमकिन है?
अजीबो-गरीब क्या ऐसा होना असल में मुमकिन है?,अजीबो-गरीब! क्या ऐसा होना असल में मुमकिन है?
अजीबो गरीब क्या ऐसा होना असल में मुमकिन है,अजीबो-गरीब! क्या ऐसा होना असल में मुमकिन है?
अजीबो गरीब! क्या ऐसा होना असल में मुमकिन है?,अजीबो-गरीब! क्या ऐसा होना असल में मुमकिन है?
अजीबो-गरीब! क्या ऐसा होना असल में मुमकिन है,अजीबो-गरीब! क्या ऐसा होना असल में मुमकिन है?
अजीबो-गरीब क्या ऐसा होना असल में मुमकिन है,अजीबो-गरीब! क्या ऐसा होना असल में मुमकिन है?
हट! क्या तुम देख नहीं सकते कि पीछे से एम्बुलेंस आ रही है?,हट! क्या तुम देख नहीं सकते कि पीछे से एम्बुलेंस आ रही है?
हट क्या तुम देख नहीं सकते कि पीछे से एम्बुलेंस आ रही है?,हट! क्या तुम देख नहीं सकते कि पीछे से एम्बुलेंस आ रही है?
हट क्या तुम देख नहीं सकते कि पीछे से एम्बुलेंस आ रही है,हट! क्या तुम देख नहीं सकते कि पीछे से एम्बुलेंस आ रही है?
हट! क्या तुम देख नहीं सकते कि पीछे से एम्बुलेंस आ रही है,हट! क्या तुम देख नहीं सकते कि पीछे से एम्बुलेंस आ रही है?
शाबाश! क्या अगली बार भी तुम ऐसी ही परफॉरमेंस दे पाओगे?,शाबाश! क्या अगली बार भी तुम ऐसी ही परफॉरमेंस दे पाओगे?
शाबाश क्या अगली बार भी तुम ऐसी ही परफॉरमेंस दे पाओगे?,शाबाश! क्या अगली बार भी तुम ऐसी ही परफॉरमेंस दे पाओगे?
शाबाश क्या अगली बार भी तुम ऐसी ही परफॉरमेंस दे पाओगे,शाबाश! क्या अगली बार भी तुम ऐसी ही परफॉरमेंस दे पाओगे?
शाबाश! क्या अगली बार भी तुम ऐसी ही परफॉरमेंस दे पाओगे,शाबाश! क्या अगली बार भी तुम ऐसी ही परफॉरमेंस दे पाओगे?
उफ़! क्या कल भी हमें इतनी ही दूर पैदल चलना पड़ेगा?,उफ़! क्या कल भी हमें इतनी ही दूर पैदल चलना पड़ेगा?
उफ़! क्या कल भी हमें इतनी ही दूर पैदल चलना पड़ेगा,उफ़! क्या कल भी हमें इतनी ही दूर पैदल चलना पड़ेगा?
उफ़ क्या कल भी हमें इतनी ही दूर पैदल चलना पड़ेगा?,उफ़! क्या कल भी हमें इतनी ही दूर पैदल चलना पड़ेगा?
उफ़ क्या कल भी हमें इतनी ही दूर पैदल चलना पड़ेगा,उफ़! क्या कल भी हमें इतनी ही दूर पैदल चलना पड़ेगा?
अरे! क्या तुमने अपना फोन फिर से कहीं खो दिया है?,अरे! क्या तुमने अपना फोन फिर से कहीं खो दिया है?
अरे क्या तुमने अपना फोन फिर से कहीं खो दिया है,अरे! क्या तुमने अपना फोन फिर से कहीं खो दिया है?
अरे क्या तुमने अपना फोन फिर से कहीं खो दिया है?,अरे! क्या तुमने अपना फोन फिर से कहीं खो दिया है?
अरे! क्या तुमने अपना फोन फिर से कहीं खो दिया है,अरे! क्या तुमने अपना फोन फिर से कहीं खो दिया है?
"मैंने बाज़ार से दूध, चीनी, चायपत्ती और बिस्किट खरीदे हैं।","मैंने बाज़ार से दूध, चीनी, चायपत्ती और बिस्किट खरीदे हैं।"
मैंने बाज़ार से दूध चीनी चायपत्ती और बिस्किट खरीदे हैं।,"मैंने बाज़ार से दूध, चीनी, चायपत्ती और बिस्किट खरीदे हैं।"
"मैंने बाज़ार से दूध, चीनी, चायपत्ती और बिस्किट खरीदे हैं","मैंने बाज़ार से दूध, चीनी, चायपत्ती और बिस्किट खरीदे हैं।"
मेंने बाज़ार से दूध चीनी चायपत्ती और बिस्किट खरीदे है,"मैंने बाज़ार से दूध, चीनी, चायपत्ती और बिस्किट खरीदे हैं।"
मैंने बाज़ार से दूध चीनी चायपत्ती और बिस्किट खरीदे हैं,"मैंने बाज़ार से दूध, चीनी, चायपत्ती और बिस्किट खरीदे हैं।"
"वह सुबह जल्दी उठा, नहाया और फिर मंदिर चला गया।","वह सुबह जल्दी उठा, नहाया और फिर मंदिर चला गया।"
वह सुबह जल्दी उठा नहाया और फिर मंदिर चला गया,"वह सुबह जल्दी उठा, नहाया और फिर मंदिर चला गया।"
"वह सुबह जल्दी उठा, नहाया और फिर मंदिर चला गया","वह सुबह जल्दी उठा, नहाया और फिर मंदिर चला गया।"
वह सुबह जल्दी उठा नहाया और फिर मंदिर चला गया।,"वह सुबह जल्दी उठा, नहाया और फिर मंदिर चला गया।"
"माँ ने आज दाल, चावल, रोटी और आलू की सब्ज़ी बनाई है।","माँ ने आज दाल, चावल, रोटी और आलू की सब्ज़ी बनाई है।"
"माँ ने आज दाल, चावल, रोटी और आलू की सब्ज़ी बनाई है","माँ ने आज दाल, चावल, रोटी और आलू की सब्ज़ी बनाई है।"
माँ ने आज दाल चावल रोटी और आलू की सब्ज़ी बनाई है।,"माँ ने आज दाल, चावल, रोटी और आलू की सब्ज़ी बनाई है।"
माँ ने आज दाल चावल रोटी और आलू की सब्ज़ी बनाई है,"माँ ने आज दाल, चावल, रोटी और आलू की सब्ज़ी बनाई है।"
"अगर तुम मेहनत करोगे, तो तुम्हें सफलता ज़रूर मिलेगी।","अगर तुम मेहनत करोगे, तो तुम्हें सफलता ज़रूर मिलेगी।"
"अगर तुम मेहनत करोगे, तो तुम्हें सफलता ज़रूर मिलेगी","अगर तुम मेहनत करोगे, तो तुम्हें सफलता ज़रूर मिलेगी।"
अगर तुम मेहनत करोगे तो तुम्हें सफलता ज़रूर मिलेगी।,"अगर तुम मेहनत करोगे, तो तुम्हें सफलता ज़रूर मिलेगी।"
अगर तुम मेहनत करोगे तो तुम्हें सफलता ज़रूर मिलेगी,"अगर तुम मेहनत करोगे, तो तुम्हें सफलता ज़रूर मिलेगी।"
"राम, मोहन और सोहन तीनों पक्के दोस्त हैं।","राम, मोहन और सोहन तीनों पक्के दोस्त हैं।"
राम मोहन और सोहन तीनों पक्के दोस्त हैं।,"राम, मोहन और सोहन तीनों पक्के दोस्त हैं।"
राम मोहन और सोहन तीनों पक्के दोस्त हैं,"राम, मोहन और सोहन तीनों पक्के दोस्त हैं।"
राम मोहन और सोहन तीनों पक्के दोस्त हे,"राम, मोहन और सोहन तीनों पक्के दोस्त हैं।"
"राम, मोहन और सोहन तीनों पक्के दोस्त हैं","राम, मोहन और सोहन तीनों पक्के दोस्त हैं।"
"सूरज ढल चुका था, अंधेरा बढ़ रहा था और पक्षी अपने घोंसलों की ओर जा रहे थे।","सूरज ढल चुका था, अंधेरा बढ़ रहा था और पक्षी अपने घोंसलों की ओर जा रहे थे।"
सूरज ढल चुका था अंधेरा बढ़ रहा था और पक्षी अपने घोंसलों की ओर जा रहे थे,"सूरज ढल चुका था, अंधेरा बढ़ रहा था और पक्षी अपने घोंसलों की ओर जा रहे थे।"
सूरज ढल चुका था अंधेरा बढ़ रहा था और पक्षी अपने घोंसलों की ओर जा रहे थे।,"सूरज ढल चुका था, अंधेरा बढ़ रहा था और पक्षी अपने घोंसलों की ओर जा रहे थे।"
"सूरज ढल चुका था, अंधेरा बढ़ रहा था और पक्षी अपने घोंसलों की ओर जा रहे थे","सूरज ढल चुका था, अंधेरा बढ़ रहा था और पक्षी अपने घोंसलों की ओर जा रहे थे।"
"उसने अपना बैग उठाया, जूते पहने और दफ्तर के लिए निकल पड़ा।","उसने अपना बैग उठाया, जूते पहने और दफ्तर के लिए निकल पड़ा।"
उसने अपना बैग उठाया जूते पहने और दफ्तर के लिए निकल पड़ा।,"उसने अपना बैग उठाया, जूते पहने और दफ्तर के लिए निकल पड़ा।"
उसने अपना बैग उठाया जूते पहने और दफ्तर के लिए निकल पड़ा,"उसने अपना बैग उठाया, जूते पहने और दफ्तर के लिए निकल पड़ा।"
"उसने अपना बैग उठाया, जूते पहने और दफ्तर के लिए निकल पड़ा","उसने अपना बैग उठाया, जूते पहने और दफ्तर के लिए निकल पड़ा।"
"किताब पढ़ना, संगीत सुनना और घूमना मेरे पसंदीदा शौक हैं।","किताब पढ़ना, संगीत सुनना और घूमना मेरे पसंदीदा शौक हैं।"
किताब पढ़ना संगीत सुनना और घूमना मेरे पसंदीदा शौक है,"किताब पढ़ना, संगीत सुनना और घूमना मेरे पसंदीदा शौक हैं।"
किताब पढ़ना संगीत सुनना और घूमना मेरे पसंदीदा शौक हैं,"किताब पढ़ना, संगीत सुनना और घूमना मेरे पसंदीदा शौक हैं।"
किताब पढ़ना संगीत सुनना और घूमना मेरे पसंदीदा शौक हैं।,"किताब पढ़ना, संगीत सुनना और घूमना मेरे पसंदीदा शौक हैं।"
"किताब पढ़ना, संगीत सुनना और घूमना मेरे पसंदीदा शौक हैं","किताब पढ़ना, संगीत सुनना और घूमना मेरे पसंदीदा शौक हैं।"
"मेज़ पर किताबें, पेन, घड़ी और एक पानी की बोतल रखी है।","मेज़ पर किताबें, पेन, घड़ी और एक पानी की बोतल रखी है।"
मेज़ पर किताबें पेन घड़ी और एक पानी की बोतल रखी है,"मेज़ पर किताबें, पेन, घड़ी और एक पानी की बोतल रखी है।"
मेज़ पर किताबें पेन घड़ी और एक पानी की बोतल रखी है।,"मेज़ पर किताबें, पेन, घड़ी और एक पानी की बोतल रखी है।"
"मेज़ पर किताबें, पेन, घड़ी और एक पानी की बोतल रखी है","मेज़ पर किताबें, पेन, घड़ी और एक पानी की बोतल रखी है।"
"जब वह घर पहुँचा, तो उसकी पत्नी उसका इंतज़ार कर रही थी।","जब वह घर पहुँचा, तो उसकी पत्नी उसका इंतज़ार कर रही थी।"
"जब वह घर पहुँचा, तो उसकी पत्नी उसका इंतज़ार कर रही थी","जब वह घर पहुँचा, तो उसकी पत्नी उसका इंतज़ार कर रही थी।"
जब वह घर पहुँचा तो उसकी पत्नी उसका इंतज़ार कर रही थी,"जब वह घर पहुँचा, तो उसकी पत्नी उसका इंतज़ार कर रही थी।"
जब वह घर पहुँचा तो उसकी पत्नी उसका इंतज़ार कर रही थी।,"जब वह घर पहुँचा, तो उसकी पत्नी उसका इंतज़ार कर रही थी।"
"चाय गर्म है, पर बिस्किट थोड़े नरम हो गए हैं।","चाय गर्म है, पर बिस्किट थोड़े नरम हो गए हैं।"
चाय गर्म है पर बिस्किट थोड़े नरम हो गए हे,"चाय गर्म है, पर बिस्किट थोड़े नरम हो गए हैं।"
चाय गर्म है पर बिस्किट थोड़े नरम हो गए हैं।,"चाय गर्म है, पर बिस्किट थोड़े नरम हो गए हैं।"
चाय गर्म है पर बिस्किट थोड़े नरम हो गए हैं,"चाय गर्म है, पर बिस्किट थोड़े नरम हो गए हैं।"
"चाय गर्म है, पर बिस्किट थोड़े नरम हो गए हैं","चाय गर्म है, पर बिस्किट थोड़े नरम हो गए हैं।"
"उसने बहुत कोशिश की, लेकिन वह ट्रेन नहीं पकड़ सका।","उसने बहुत कोशिश की, लेकिन वह ट्रेन नहीं पकड़ सका।"
उसने बहुत कोशिश की लेकिन वह ट्रेन नहीं पकड़ सका।,"उसने बहुत कोशिश की, लेकिन वह ट्रेन नहीं पकड़ सका।"
"उसने बहुत कोशिश की, लेकिन वह ट्रेन नहीं पकड़ सका","उसने बहुत कोशिश की, लेकिन वह ट्रेन नहीं पकड़ सका।"
उसने बहुत कोशिश की लेकिन वह ट्रेन नहीं पकड़ सका,"उसने बहुत कोशिश की, लेकिन वह ट्रेन नहीं पकड़ सका।"
"बगीचे में आम, अमरूद, नीम और पीपल के पेड़ लगे हैं।","बगीचे में आम, अमरूद, नीम और पीपल के पेड़ लगे हैं।"
बगीचे में आम अमरूद नीम और पीपल के पेड़ लगे हैं,"बगीचे में आम, अमरूद, नीम और पीपल के पेड़ लगे हैं।"
बगीचे में आम अमरूद नीम और पीपल के पेड़ लगे हे,"बगीचे में आम, अमरूद, नीम और पीपल के पेड़ लगे हैं।"
बगीचे में आम अमरूद नीम और पीपल के पेड़ लगे हैं।,"बगीचे में आम, अमरूद, नीम और पीपल के पेड़ लगे हैं।"
"बगीचे में आम, अमरूद, नीम और पीपल के पेड़ लगे हैं","बगीचे में आम, अमरूद, नीम और पीपल के पेड़ लगे हैं।"
"मेरा भाई दिल्ली में रहता है, पर मेरी बहन मुंबई में रहती है।","मेरा भाई दिल्ली में रहता है, पर मेरी बहन मुंबई में रहती है।"
"मेरा भाई दिल्ली में रहता है, पर मेरी बहन मुंबई में रहती है","मेरा भाई दिल्ली में रहता है, पर मेरी बहन मुंबई में रहती है।"
मेरा भाई दिल्ली में रहता है पर मेरी बहन मुंबई में रहती है,"मेरा भाई दिल्ली में रहता है, पर मेरी बहन मुंबई में रहती है।"
मेरा भाई दिल्ली में रहता है पर मेरी बहन मुंबई में रहती है।,"मेरा भाई दिल्ली में रहता है, पर मेरी बहन मुंबई में रहती है।"
"यदि बारिश हुई, तो किसान बहुत खुश होंगे।","यदि बारिश हुई, तो किसान बहुत खुश होंगे।"
यदि बारिश हुई तो किसान बहुत खुश होंगे।,"यदि बारिश हुई, तो किसान बहुत खुश होंगे।"
यदि बारिश हुई तो किसान बहुत खुश होंगे,"यदि बारिश हुई, तो किसान बहुत खुश होंगे।"
"यदि बारिश हुई, तो किसान बहुत खुश होंगे","यदि बारिश हुई, तो किसान बहुत खुश होंगे।"
"वह एक अच्छा इंसान है, पर कभी-कभी उसे बहुत गुस्सा आता है।","वह एक अच्छा इंसान है, पर कभी-कभी उसे बहुत गुस्सा आता है।"
वह एक अच्छा इंसान है पर कभी-कभी उसे बहुत गुस्सा आता है,"वह एक अच्छा इंसान है, पर कभी-कभी उसे बहुत गुस्सा आता है।"
वह एक अच्छा इंसान है पर कभी-कभी उसे बहुत गुस्सा आता है।,"वह एक अच्छा इंसान है, पर कभी-कभी उसे बहुत गुस्सा आता है।"
"वह एक अच्छा इंसान है, पर कभी-कभी उसे बहुत गुस्सा आता है","वह एक अच्छा इंसान है, पर कभी-कभी उसे बहुत गुस्सा आता है।"
वह एक अच्छा इंसान है पर कभी कभी उसे बहुत गुस्सा आता है,"वह एक अच्छा इंसान है, पर कभी-कभी उसे बहुत गुस्सा आता है।"
"वह एक अच्छा इंसान है, पर कभी कभी उसे बहुत गुस्सा आता है।","वह एक अच्छा इंसान है, पर कभी-कभी उसे बहुत गुस्सा आता है।"
"स्टेशन पहुँचकर उसने टिकट खरीदी, और फिर प्लेटफॉर्म की तरफ गया।","स्टेशन पहुँचकर उसने टिकट खरीदी, और फिर प्लेटफॉर्म की तरफ गया।"
स्टेशन पहुँचकर उसने टिकट खरीदी और फिर प्लेटफॉर्म की तरफ गया,"स्टेशन पहुँचकर उसने टिकट खरीदी, और फिर प्लेटफॉर्म की तरफ गया।"
स्टेशन पहुँचकर उसने टिकट खरीदी और फिर प्लेटफॉर्म की तरफ गया।,"स्टेशन पहुँचकर उसने टिकट खरीदी, और फिर प्लेटफॉर्म की तरफ गया।"
"स्टेशन पहुँचकर उसने टिकट खरीदी, और फिर प्लेटफॉर्म की तरफ गया","स्टेशन पहुँचकर उसने टिकट खरीदी, और फिर प्लेटफॉर्म की तरफ गया।"
"अलमारी में शर्ट्स, पैंट्स, और स्वेटर करीने से रखे हैं।","अलमारी में शर्ट्स, पैंट्स, और स्वेटर करीने से रखे हैं।"
अलमारी में शर्ट्स पैंट्स और स्वेटर करीने से रखे हे,"अलमारी में शर्ट्स, पैंट्स, और स्वेटर करीने से रखे हैं।"
अलमारी में शर्ट्स पैंट्स और स्वेटर करीने से रखे हैं।,"अलमारी में शर्ट्स, पैंट्स, और स्वेटर करीने से रखे हैं।"
अलमारी में शर्ट्स पैंट्स और स्वेटर करीने से रखे हैं,"अलमारी में शर्ट्स, पैंट्स, और स्वेटर करीने से रखे हैं।"
"अलमारी में शर्ट्स, पैंट्स, और स्वेटर करीने से रखे हैं","अलमारी में शर्ट्स, पैंट्स, और स्वेटर करीने से रखे हैं।"
"कल छुट्टी है, इसलिए हम सब पिकनिक पर जाएंगे।","कल छुट्टी है, इसलिए हम सब पिकनिक पर जाएंगे।"
"कल छुट्टी है, इसलिए हम सब पिकनिक पर जाएंगे","कल छुट्टी है, इसलिए हम सब पिकनिक पर जाएंगे।"
कल छुट्टी है इसलिए हम सब पिकनिक पर जाएंगे।,"कल छुट्टी है, इसलिए हम सब पिकनिक पर जाएंगे।"
कल छुट्टी है इसलिए हम सब पिकनिक पर जाएंगे,"कल छुट्टी है, इसलिए हम सब पिकनिक पर जाएंगे।"
"उसने धीरे-धीरे चलना शुरू किया, ताकि वह गिर न जाए।","उसने धीरे-धीरे चलना शुरू किया, ताकि वह गिर न जाए।"
"उसने धीरे-धीरे चलना शुरू किया, ताकि वह गिर न जाए","उसने धीरे-धीरे चलना शुरू किया, ताकि वह गिर न जाए।"
उसने धीरे धीरे चलना शुरू किया ताकि वह गिर न जाए,"उसने धीरे-धीरे चलना शुरू किया, ताकि वह गिर न जाए।"
"उसने धीरे धीरे चलना शुरू किया, ताकि वह गिर न जाए।","उसने धीरे-धीरे चलना शुरू किया, ताकि वह गिर न जाए।"
उसने धीरे-धीरे चलना शुरू किया ताकि वह गिर न जाए,"उसने धीरे-धीरे चलना शुरू किया, ताकि वह गिर न जाए।"
उसने धीरे-धीरे चलना शुरू किया ताकि वह गिर न जाए।,"उसने धीरे-धीरे चलना शुरू किया, ताकि वह गिर न जाए।"
"क्या तुम चाय, कॉफ़ी या ठंडा पानी पीना पसंद करोगे?","क्या तुम चाय, कॉफ़ी या ठंडा पानी पीना पसंद करोगे?"
क्या तुम चाय कॉफ़ी या ठंडा पानी पीना पसंद करोगे?,"क्या तुम चाय, कॉफ़ी या ठंडा पानी पीना पसंद करोगे?"
क्या तुम चाय कॉफ़ी या ठंडा पानी पीना पसंद करोगे,"क्या तुम चाय, कॉफ़ी या ठंडा पानी पीना पसंद करोगे?"
"क्या तुम चाय, कॉफ़ी या ठंडा पानी पीना पसंद करोगे","क्या तुम चाय, कॉफ़ी या ठंडा पानी पीना पसंद करोगे?"
"जब तुम स्टेशन पहुँचे, तो क्या ट्रेन वहाँ खड़ी थी?","जब तुम स्टेशन पहुँचे, तो क्या ट्रेन वहाँ खड़ी थी?"
जब तुम स्टेशन पहुँचे तो क्या ट्रेन वहाँ खड़ी थी?,"जब तुम स्टेशन पहुँचे, तो क्या ट्रेन वहाँ खड़ी थी?"
"जब तुम स्टेशन पहुँचे, तो क्या ट्रेन वहाँ खड़ी थी","जब तुम स्टेशन पहुँचे, तो क्या ट्रेन वहाँ खड़ी थी?"
जब तुम स्टेशन पहुँचे तो क्या ट्रेन वहाँ खड़ी थी,"जब तुम स्टेशन पहुँचे, तो क्या ट्रेन वहाँ खड़ी थी?"
"क्या तुम्हारे पास पेन, पेंसिल और रबर है?","क्या तुम्हारे पास पेन, पेंसिल और रबर है?"
"क्या तुम्हारे पास पेन, पेंसिल और रबर है","क्या तुम्हारे पास पेन, पेंसिल और रबर है?"
क्या तुम्हारे पास पेन पेंसिल और रबर है?,"क्या तुम्हारे पास पेन, पेंसिल और रबर है?"
क्या तुम्हारे पास पेन पेंसिल और रबर है,"क्या तुम्हारे पास पेन, पेंसिल और रबर है?"
"यदि मैं लेट हो गया, तो क्या तुम मेरा इंतज़ार करोगे?","यदि मैं लेट हो गया, तो क्या तुम मेरा इंतज़ार करोगे?"
यदि मैं लेट हो गया तो क्या तुम मेरा इंतज़ार करोगे,"यदि मैं लेट हो गया, तो क्या तुम मेरा इंतज़ार करोगे?"
"यदि मैं लेट हो गया, तो क्या तुम मेरा इंतज़ार करोगे","यदि मैं लेट हो गया, तो क्या तुम मेरा इंतज़ार करोगे?"
यदि में लेट हो गया तो क्या तुम मेरा इंतज़ार करोगे,"यदि मैं लेट हो गया, तो क्या तुम मेरा इंतज़ार करोगे?"
यदि मैं लेट हो गया तो क्या तुम मेरा इंतज़ार करोगे?,"यदि मैं लेट हो गया, तो क्या तुम मेरा इंतज़ार करोगे?"
"क्या तुमने राम, श्याम और मीरा को पार्टी में बुलाया है?","क्या तुमने राम, श्याम और मीरा को पार्टी में बुलाया है?"
क्या तुमने राम श्याम और मीरा को पार्टी में बुलाया है?,"क्या तुमने राम, श्याम और मीरा को पार्टी में बुलाया है?"
"क्या तुमने राम, श्याम और मीरा को पार्टी में बुलाया है","क्या तुमने राम, श्याम और मीरा को पार्टी में बुलाया है?"
क्या तुमने राम श्याम और मीरा को पार्टी में बुलाया है,"क्या तुमने राम, श्याम और मीरा को पार्टी में बुलाया है?"
"क्या यह सच है कि वह बीमार है, या वह बहाने बना रहा है?","क्या यह सच है कि वह बीमार है, या वह बहाने बना रहा है?"
क्या यह सच है कि वह बीमार है या वह बहाने बना रहा है,"क्या यह सच है कि वह बीमार है, या वह बहाने बना रहा है?"
"क्या यह सच है कि वह बीमार है, या वह बहाने बना रहा है","क्या यह सच है कि वह बीमार है, या वह बहाने बना रहा है?"
क्या यह सच है कि वह बीमार है या वह बहाने बना रहा है?,"क्या यह सच है कि वह बीमार है, या वह बहाने बना रहा है?"
"क्या तुम मुझे बता सकते हो कि बैंक, पोस्ट ऑफिस और बाज़ार कहाँ हैं?","क्या तुम मुझे बता सकते हो कि बैंक, पोस्ट ऑफिस और बाज़ार कहाँ हैं?"
क्या तुम मुझे बता सकते हो कि बैंक पोस्ट ऑफिस और बाज़ार कहाँ हैं?,"क्या तुम मुझे बता सकते हो कि बैंक, पोस्ट ऑफिस और बाज़ार कहाँ हैं?"
"क्या तुम मुझे बता सकते हो कि बैंक, पोस्ट ऑफिस और बाज़ार कहाँ हैं","क्या तुम मुझे बता सकते हो कि बैंक, पोस्ट ऑफिस और बाज़ार कहाँ हैं?"
क्या तुम मुझे बता सकते हो कि बैंक पोस्ट ऑफिस और बाज़ार कहाँ हे,"क्या तुम मुझे बता सकते हो कि बैंक, पोस्ट ऑफिस और बाज़ार कहाँ हैं?"
क्या तुम मुझे बता सकते हो कि बैंक पोस्ट ऑफिस और बाज़ार कहाँ हैं,"क्या तुम मुझे बता सकते हो कि बैंक, पोस्ट ऑफिस और बाज़ार कहाँ हैं?"
"जब उसने तुम्हें बुलाया, तो क्या तुम उसके पास गए थे?","जब उसने तुम्हें बुलाया, तो क्या तुम उसके पास गए थे?"
जब उसने तुम्हें बुलाया तो क्या तुम उसके पास गए थे,"जब उसने तुम्हें बुलाया, तो क्या तुम उसके पास गए थे?"
जब उसने तुम्हें बुलाया तो क्या तुम उसके पास गए थे?,"जब उसने तुम्हें बुलाया, तो क्या तुम उसके पास गए थे?"
"जब उसने तुम्हें बुलाया, तो क्या तुम उसके पास गए थे","जब उसने तुम्हें बुलाया, तो क्या तुम उसके पास गए थे?"
"क्या तुम्हें क्रिकेट, फुटबॉल या हॉकी खेलना पसंद है?","क्या तुम्हें क्रिकेट, फुटबॉल या हॉकी खेलना पसंद है?"
क्या तुम्हें क्रिकेट फुटबॉल या हॉकी खेलना पसंद है,"क्या तुम्हें क्रिकेट, फुटबॉल या हॉकी खेलना पसंद है?"
क्या तुम्हें क्रिकेट फुटबॉल या हॉकी खेलना पसंद है?,"क्या तुम्हें क्रिकेट, फुटबॉल या हॉकी खेलना पसंद है?"
"क्या तुम्हें क्रिकेट, फुटबॉल या हॉकी खेलना पसंद है","क्या तुम्हें क्रिकेट, फुटबॉल या हॉकी खेलना पसंद है?"
"अगर मैं यह काम न करूँ, तो क्या तुम मुझसे नाराज़ हो जाओगे?","अगर मैं यह काम न करूँ, तो क्या तुम मुझसे नाराज़ हो जाओगे?"
"अगर मैं यह काम न करूँ, तो क्या तुम मुझसे नाराज़ हो जाओगे","अगर मैं यह काम न करूँ, तो क्या तुम मुझसे नाराज़ हो जाओगे?"
