Noisy,Clean
बस स्टॉप पर बहुत भीड थी इसलिए में पैदल ही घर आ गया,"बस स्टॉप पर बहुत भीड़ थी, इसलिए मैं पैदल ही घर आ गया।"
क्या तुम्हारे पास दफ्तर की चाबी है में उसे कहा ढूढू,क्या तुम्हारे पास दफ्तर की चाबी है? मैं उसे कहाँ ढूँढूँ?
में पार्किंग में खडा हु क्या तुम नीचे आओगे,मैं पार्किंग में खड़ा हूँ। क्या तुम नीचे आओगे?
मा ने कहा कि फ्रिज से पानी निकाल लो धूप बहुत तेज है,"माँ ने कहा कि फ्रिज से पानी निकाल लो, धूप बहुत तेज़ है।"
क्या तुमने टीवी बंद किया में अब सोना चाहता हु,क्या तुमने टीवी बंद किया? मैं अब सोना चाहता हूँ।
कागजात अलमारी में रखे है क्या तुमने उन्हें देखा,कागजात अलमारी में रखे हैं। क्या तुमने उन्हें देखा?
दफ्तर जाने के लिए बस समय पर मिल गई थी,दफ्तर जाने के लिए बस समय पर मिल गई थी।
क्या तुमने कंप्यूटर चालू किया मुझे कुछ काम करना है,क्या तुमने कंप्यूटर चालू किया? मुझे कुछ काम करना है।
में बाज़ार से कुछ फल और सब्जिया लाया हु क्या मा घर पर है,मैं बाज़ार से कुछ फल और सब्जियाँ लाया हूँ। क्या माँ घर पर हैं?
क्या तुम होटल में खाना खाओगे या घर पर ही कुछ बना ले,क्या तुम होटल में खाना खाओगे या घर पर ही कुछ बना लें?
डॉक्टर ने कहा है कि दवा समय पर लेना वरना कमजोरी बढ जाएगी,"डॉक्टर ने कहा है कि दवा समय पर लेना, वरना कमजोरी बढ़ जाएगी।"
क्या तुमने अपना बैग चेक किया कागजात वहा हो सकते है,क्या तुमने अपना बैग चेक किया? कागजात वहाँ हो सकते हैं।
में पार्क में बैठा हु क्या तुम मेरे पास आओगे,मैं पार्क में बैठा हूँ। क्या तुम मेरे पास आओगे?
मा ने पूछा कि क्या तुमने खिड़की बंद की बाहर बहुत शोर है,माँ ने पूछा कि क्या तुमने खिड़की बंद की? बाहर बहुत शोर है।
क्या तुम कल स्कूल जाओगे या घर पर ही रुकोगे,क्या तुम कल स्कूल जाओगे या घर पर ही रुकोगे?
क्या तुमने डॉक्टर से पूछा कि अब तुम्हारी तबीयत कैसी है मा बहुत परेशान है,क्या तुमने डॉक्टर से पूछा कि अब तुम्हारी तबीयत कैसी है? माँ बहुत परेशान हैं।
में स्टेशन जा रहा हु क्योंकि कुछ देर में ट्रेन आने वाली है क्या तुम मेरे साथ चलोगे,मैं स्टेशन जा रहा हूँ क्योंकि कुछ देर में ट्रेन आने वाली है। क्या तुम मेरे साथ चलोगे?
मेरा फोन खराब हो गया है क्या तुम कॉल करने के लिए मुझे अपना फोन दोगे मुझे मा को कॉल करना है,मेरा फोन खराब हो गया है। क्या तुम कॉल करने के लिए मुझे अपना फोन दोगे? मुझे माँ को कॉल करना है।
ऑफिस में आज बहुत ही ज्यादा काम था में थक कर चूर हो गया हु,ऑफिस में आज बहुत ही ज्यादा काम था। मैं थक कर चूर हो गया हूँ।
क्या तुमने स्कूल का होमवर्क पूरा कर लिया है मा पूछ रही थी होमवर्क के बारे में,क्या तुमने स्कूल का होमवर्क पूरा कर लिया है? माँ पूछ रही थीं होमवर्क के बारे में।
बस स्टॉप पर बहुत भीड थी इसलिए में पैदल ही घर आ गया,बस स्टॉप पर बहुत भीड़ थी। इसलिए मैं पैदल ही घर आ गया।
क्या तुम्हारे पास दफ्तर की चाबी है में उसे कहा पर ढूढू,क्या तुम्हारे पास दफ्तर की चाबी है? मैं उसे कहाँ पर ढूँढूँ?
में पार्किंग में खडा हु क्या तुम नीचे आना पसंद करोगे,मैं पार्किंग में खड़ा हूँ। क्या तुम नीचे आना पसंद करोगे?
मा ने कहा कि फ्रिज से पानी निकाल लो धूप बहुत तेज है,माँ ने कहा कि फ्रिज से पानी निकाल लो। धूप बहुत तेज़ है।
क्या तुमने टीवी बंद किया है में अब सोना चाहता हु,क्या तुमने टीवी बंद किया है? मैं अब सोना चाहता हूँ।
कागजात अलमारी में रखे हुए है क्या तुमने उन्हें देखा,कागजात अलमारी में रखे हुए हैं। क्या तुमने उन्हें देखा?
दफ्तर जाने के लिए मुझे बस समय पर मिल गई थी,दफ्तर जाने के लिए मुझे बस समय पर मिल गई थी।
क्या तुमने कंप्यूटर चालू किया है मुझे कुछ काम करना है,क्या तुमने कंप्यूटर चालू किया है? मुझे कुछ काम करना है।
में बाज़ार से कुछ फल और सब्जिया ले आया हु क्या मा घर पर है,मैं बाज़ार से कुछ फल और सब्जियाँ ले आया हूँ। क्या माँ घर पर हैं?
क्या तुम होटल में खाना खाओगे या हम घर पर ही कुछ बना ले,क्या तुम होटल में खाना खाओगे या हम घर पर ही कुछ बना लें?
उस डॉक्टर ने कहा है कि दवा समय पर लेना वरना कमजोरी बढ जाएगी,"उस डॉक्टर ने कहा है कि दवा समय पर लेना, वरना कमजोरी बढ़ जाएगी।"
क्या तुमने अपना बैग चेक किया है कागजात वहा हो सकते है,क्या तुमने अपना बैग चेक किया है? कागजात वहाँ हो सकते हैं।
में पार्क में बैठा हुआ हु क्या तुम मेरे पास आओगे,मैं पार्क में बैठा हुआ हूँ। क्या तुम मेरे पास आओगे?
मा ने पूछा है कि क्या तुमने खिड़की बंद की बाहर बहुत शोर है,माँ ने पूछा है कि क्या तुमने खिड़की बंद की? बाहर बहुत शोर है।
क्या तुम कल स्कूल जाओगे या अपने दूसरे घर पर ही रुकोगे,क्या तुम कल स्कूल जाओगे या अपने दूसरे घर पर ही रुकोगे?
आज सुबह में जल्दी उठ गया क्योंकि मुझे ऑफिस जाना था पर रास्ते में ट्रैफिक बहुत था इसलिए मुझे देर हो गई क्या तुम दफ्तर पहुँच गए हो,"आज सुबह मैं जल्दी उठ गया क्योंकि मुझे ऑफिस जाना था। पर रास्ते में ट्रैफिक बहुत था, इसलिए मुझे देर हो गई। क्या तुम दफ्तर पहुँच गए हो?"
में स्टेशन के पास खडा हु और तुम्हारी ट्रेन का इंतजार कर रहा हु क्या तुम जानते हो कि ट्रेन कहा तक पहुँची है मा भी तुम्हारे लिए रुकी है,मैं स्टेशन के पास खड़ा हूँ और तुम्हारी ट्रेन का इंतज़ार कर रहा हूँ। क्या तुम जानते हो कि ट्रेन कहाँ तक पहुँची है? माँ भी तुम्हारे लिए रुकी हैं।
डॉक्टर ने कहा है कि अब घबराने की कोई बात नहीं है पर तुम्हे अपना ख्याल रखना होगा और समय पर दवाई लेनी होगी क्या तुम मेरी बात सुन रहे हो,डॉक्टर ने कहा है कि अब घबराने की कोई बात नहीं है। पर तुम्हें अपना ख्याल रखना होगा और समय पर दवाई लेनी होगी। क्या तुम मेरी बात सुन रहे हो?
क्या तुमने अपने फोन का बिल भर दिया है मा कह रही थी कि तुम्हारा फोन लग नहीं रहा है में कल सुबह तुमसे मिलने आउगा,क्या तुमने अपने फोन का बिल भर दिया है? माँ कह रही थीं कि तुम्हारा फोन लग नहीं रहा है। मैं कल सुबह तुमसे मिलने जाऊँगा।
स्कूल की बस छूट गई थी इसलिए में ऑटो से घर आया वहा भी बहुत भीड थी और अब में बहुत थक गया हु,"स्कूल की बस छूट गई थी, इसलिए मैं ऑटो से घर आया। वहाँ भी बहुत भीड़ थी और अब मैं बहुत थक गया हूँ।"
दफ्तर के कागजात मेज पर रखे है क्या तुमने उन्हें देखा या कही और रख दिया में उन्हें सुबह से ढूढ रहा हु,दफ्तर के कागजात मेज पर रखे हैं। क्या तुमने उन्हें देखा या कहीं और रख दिया? मैं उन्हें सुबह से ढूँढ रहा हूँ।
क्या तुम जानते हो कि पार्किंग कहा है में अपनी गाडी खड़ी करना चाहता हु वहा बहुत भीड है और जगह नहीं मिल रही,क्या तुम जानते हो कि पार्किंग कहाँ है? मैं अपनी गाड़ी खड़ी करना चाहता हूँ। वहाँ बहुत भीड़ है और जगह नहीं मिल रही।
मा ने कहा कि फ्रिज खराब हो गया है क्या तुम किसी मैकेनिक को जानते हो जो इसे ठीक कर सके हमें जल्दी करना होगा,माँ ने कहा कि फ्रिज खराब हो गया है। क्या तुम किसी मैकेनिक को जानते हो जो इसे ठीक कर सके? हमें जल्दी करना होगा।
कल में डॉक्टर के पास गया था क्योंकि मेरी तबीयत ठीक नहीं थी डॉक्टर ने कहा कि ये सिर्फ थकान है और मुझे आराम करना चाहिए क्या तुम मेरे लिए दफ्तर से छुट्टी ले लोगे मा को भी चिंता हो रही है,कल मैं डॉक्टर के पास गया था क्योंकि मेरी तबीयत ठीक नहीं थी। डॉक्टर ने कहा कि यह सिर्फ थकान है और मुझे आराम करना चाहिए। क्या तुम मेरे लिए दफ्तर से छुट्टी ले लोगे? माँ को भी चिंता हो रही है।
क्या तुम जानते हो कि स्टेशन कहा है में पहली बार इस शहर में आया हु और मुझे ट्रेन पकडनी है रास्ता बहुत सुनसान है और मुझे डर लग रहा है क्या तुम मुझे वहा छोड दोगे में तुम्हारा शुक्रिया अदा करूगा,क्या तुम जानते हो कि स्टेशन कहाँ है? मैं पहली बार इस शहर में आया हूँ और मुझे ट्रेन पकड़नी है। रास्ता बहुत सुनसान है और मुझे डर लग रहा है। क्या तुम मुझे वहाँ छोड़ दोगे? मैं तुम्हारा शुक्रिया अदा करूँगा।
आज ऑफिस में बहुत मीटिंग्स थी और में लंच करना भी भूल गया अब शाम हो गई है और मुझे घर जाने की जल्दी है क्या तुम मेरे साथ डिनर पर चलोगे मा ने भी कहा है कि बाहर से कुछ लेते आना,आज ऑफिस में बहुत मीटिंग्स थीं और मैं लंच करना भी भूल गया। अब शाम हो गई है और मुझे घर जाने की जल्दी है। क्या तुम मेरे साथ डिनर पर चलोगे? माँ ने भी कहा है कि बाहर से कुछ लेते आना।
क्या तुमने अपना फोन चेक किया में कब से तुम्हे मैसेज कर रहा हु दफ्तर के कुछ जरूरी कागजात तुम्हारे पास रह गए है और बॉस उन्हें मांग रहे है क्या तुम उन्हें अभी ला सकते हो में गेट के पास खडा हु,क्या तुमने अपना फोन चेक किया? मैं कब से तुम्हें मैसेज कर रहा हूँ। दफ्तर के कुछ जरूरी कागजात तुम्हारे पास रह गए हैं और बॉस उन्हें मांग रहे हैं। क्या तुम उन्हें अभी ला सकते हो? मैं गेट के पास खड़ा हूँ।
मा ने कहा कि घर का राशन खत्म हो गया है और हमे बाज़ार जाना होगा क्या तुम्हारी गाडी में पेट्रोल है या हम ऑटो से चले वहा बहुत भीड होगी इसलिए जल्दी निकलना ठीक रहेगा क्या तुम तैयार हो,माँ ने कहा कि घर का राशन खत्म हो गया है और हमें बाज़ार जाना होगा। क्या तुम्हारी गाड़ी में पेट्रोल है या हम ऑटो से चलें? वहाँ बहुत भीड़ होगी इसलिए जल्दी निकलना ठीक रहेगा। क्या तुम तैयार हो?
बॉस ने कहा है कि फाइल कल तक पूरी होनी चाहिए क्या तुम मेरी मदद करोगे,बॉस ने कहा है कि फाइल कल तक पूरी होनी चाहिए। क्या तुम मेरी मदद करोगे?
क्या तुमने टिकट बुक कर ली है वरना सीट नहीं मिलेगी,क्या तुमने टिकट बुक कर ली है? वरना सीट नहीं मिलेगी।
भाई तेरा मैसेज आया था पर में देख नहीं पाया,"भाई! तेरा मैसेज आया था, पर मैं देख नहीं पाया।"
गाड़ी की सर्विसिंग करानी है क्या तुम किसी अच्छे गैराज को जानते हो,गाड़ी की सर्विसिंग करानी है। क्या तुम किसी अच्छे गैराज को जानते हो?
सिस्टम बार बार हैंग हो रहा है क्या तुमने इसे रीबूट किया,सिस्टम बार-बार हैंग हो रहा है। क्या तुमने इसे रीबूट किया?
क्या तुम होटल पहुँच गए हो में लोकेशन भेज रहा हूँ,क्या तुम होटल पहुँच गए हो? मैं लोकेशन भेज रहा हूँ।
आज ट्रैफिक बहुत ज्यादा है क्या हम मेट्रो से चले,आज ट्रैफिक बहुत ज्यादा है। क्या हम मेट्रो से चलें?
क्या तुमने बिल पे कर दिया है या अभी बाकी है,क्या तुमने बिल पे कर दिया है या अभी बाकी है?
दफ्तर में आज लंच ब्रेक नहीं मिला में बहुत भूखा हूँ,दफ्तर में आज लंच ब्रेक नहीं मिला। मैं बहुत भूखा हूँ।
क्या तुमने वॉच में टाइम देखा है हम बहुत लेट हो रहे हैं,क्या तुमने वॉच में टाइम देखा है? हम बहुत लेट हो रहे हैं।
क्या तुमने आज का अखबार पढ़ा है सुना है कि कल शहर में हड़ताल है इसलिए ऑफिस की छुट्टी हो सकती है,"क्या तुमने आज का अखबार पढ़ा है? सुना है कि कल शहर में हड़ताल है, इसलिए ऑफिस की छुट्टी हो सकती है।"
भाई क्या तुम मेरे साथ जिम चलोगे में अकेला बोर हो जाता हूँ और वैसे भी हमे अपनी फिटनेस का ध्यान रखना चाहिए,"भाई, क्या तुम मेरे साथ जिम चलोगे? मैं अकेला बोर हो जाता हूँ और वैसे भी हमें अपनी फिटनेस का ध्यान रखना चाहिए।"
कंप्यूटर में वायरस आ गया है क्या तुमने एंटीवायरस अपडेट किया था सारी फाइल्स डिलीट होने का डर है,कंप्यूटर में वायरस आ गया है। क्या तुमने एंटीवायरस अपडेट किया था? सारी फाइल्स डिलीट होने का डर है।
क्या तुम जानते हो कि इंटरव्यू कहा होने वाला है में एड्रेस भूल गया हूँ और मेरा फोन भी डिस्चार्ज हो गया है,क्या तुम जानते हो कि इंटरव्यू कहाँ होने वाला है? मैं एड्रेस भूल गया हूँ और मेरा फोन भी डिस्चार्ज हो गया है।
बाज़ार में सेल लगी है क्या तुम कुछ कपड़े खरीदना चाहोगे वहा बहुत अच्छे डिस्काउंट मिल रहे हैं,बाज़ार में सेल लगी है। क्या तुम कुछ कपड़े खरीदना चाहोगे? वहाँ बहुत अच्छे डिस्काउंट मिल रहे हैं।
क्या तुमने रिचार्ज करवा लिया है मेरा डेटा खत्म हो गया है और मुझे एक ज़रूरी कॉल करना है,क्या तुमने रिचार्ज करवा लिया है? मेरा डेटा खत्म हो गया है और मुझे एक ज़रूरी कॉल करना है।
डॉक्टर ने कहा था कि बाहर का खाना कम कर दो पर क्या तुम मानते हो तुम्हारी तबीयत फिर खराब हो सकती है,डॉक्टर ने कहा था कि बाहर का खाना कम कर दो। पर क्या तुम मानते हो? तुम्हारी तबीयत फिर खराब हो सकती है।
क्या तुमने अपनी प्रोफाइल अपडेट कर दी है कंपनी से कॉल आ सकता है और तुम्हे इंटरव्यू के लिए तैयार रहना चाहिए में जानता हूँ कि तुम बहुत काबिल हो पर थोड़ी मेहनत और करनी होगी क्या तुम मेरी बात समझ रहे हो,"क्या तुमने अपनी प्रोफाइल अपडेट कर दी है? कंपनी से कॉल आ सकता है और तुम्हें इंटरव्यू के लिए तैयार रहना चाहिए। मैं जानता हूँ कि तुम बहुत काबिल हो, पर थोड़ी मेहनत और करनी होगी। क्या तुम मेरी बात समझ रहे हो?"
भाई सुनो क्या तुम कल मेरे साथ ट्रिप पर चलोगे हमने एक बस बुक की है और सब दोस्त साथ जा रहे हैं वहा पहाड़ों पर बहुत बर्फ होगी और हम बहुत मज़ा करेंगे क्या तुम अपनी पैकिंग आज रात तक पूरी कर लोगे,"भाई, सुनो! क्या तुम कल मेरे साथ ट्रिप पर चलोगे? हमने एक बस बुक की है और सब दोस्त साथ जा रहे हैं। वहाँ पहाड़ों पर बहुत बर्फ होगी और हम बहुत मज़ा करेंगे। क्या तुम अपनी पैकिंग आज रात तक पूरी कर लोगे?"
क्या तुमने अपना बैग चेक किया दफ्तर के कागजात वहा हो सकते हैं बॉस सुबह से उन फाइल्स को ढूढ रहे हैं और वो बहुत गुस्से में हैं अगर तुम्हे मिल जाए तो तुरंत ऑफिस लेकर आना में तुम्हारा गेट के पास इंतज़ार कर रहा हूँ,क्या तुमने अपना बैग चेक किया? दफ्तर के कागजात वहाँ हो सकते हैं। बॉस सुबह से उन फाइल्स को ढूँढ रहे हैं और वह बहुत गुस्से में हैं। अगर तुम्हें मिल जाएँ तो तुरंत ऑफिस लेकर आना। मैं तुम्हारा गेट के पास इंतज़ार कर रहा हूँ।
क्या तुम जानते हो कि सिनेमा हॉल कहा है में अपनी फैमिली के साथ फिल्म देखना चाहता हूँ पर मुझे रास्ता नहीं मिल रहा यहा पार्किंग की भी बहुत समस्या है और शो शुरू होने वाला है क्या तुम मुझे गाइड कर सकते हो,क्या तुम जानते हो कि सिनेमा हॉल कहाँ है? मैं अपनी फैमिली के साथ फिल्म देखना चाहता हूँ पर मुझे रास्ता नहीं मिल रहा। यहाँ पार्किंग की भी बहुत समस्या है और शो शुरू होने वाला है। क्या तुम मुझे गाइड कर सकते हो?
बॉस ने कहा है कि रिपोर्ट अभी सबमिट करो क्या तुम इसे चेक कर लोगे,बॉस ने कहा है कि रिपोर्ट अभी सबमिट करो। क्या तुम इसे चेक कर लोगे?
क्या तुमने देखा कि फाइल कहा रखी है में उसे सुबह से ढूढ रहा हु,क्या तुमने देखा कि फाइल कहाँ रखी है? मैं उसे सुबह से ढूँढ रहा हूँ।
भाई तेरा फोन बज रहा है क्या तुम उसे उठाओगे,भाई! तेरा फोन बज रहा है। क्या तुम उसे उठाओगे?
क्या तुमने होटल का बिल पे कर दिया है या अभी बाकी है,क्या तुमने होटल का बिल पे कर दिया है या अभी बाकी है?
में स्टेशन पहुँच गया हु क्या तुम ट्रेन के अंदर हो,मैं स्टेशन पहुँच गया हूँ। क्या तुम ट्रेन के अंदर हो?
क्या तुमने डॉक्टर से अपॉइंटमेंट लिया है पिताजी की तबीयत ठीक नहीं है,क्या तुमने डॉक्टर से अपॉइंटमेंट लिया है? पिताजी की तबीयत ठीक नहीं है।
ऑफिस में आज बहुत ज्यादा काम है में रात को देर से आउगा,ऑफिस में आज बहुत ज्यादा काम है। मैं रात को देर से आऊँगा।
क्या तुमने पार्किंग की पर्ची ली है गाडी यहा खडी करना मना है,क्या तुमने पार्किंग की पर्ची ली है? गाड़ी यहाँ खड़ी करना मना है।
सिस्टम में कोई खराबी आ गई है क्या तुम इसे ठीक कर सकते हो,सिस्टम में कोई खराबी आ गई है। क्या तुम इसे ठीक कर सकते हो?
क्या तुमने मैसेज पढ़ा है कल दफ्तर की छुट्टी है,क्या तुमने मैसेज पढ़ा है? कल दफ्तर की छुट्टी है।
भाई सुनो क्या तुम कल मेरे साथ शहर चलोगे मुझे कुछ शॉपिंग करनी है,"भाई, सुनो! क्या तुम कल मेरे साथ शहर चलोगे? मुझे कुछ शॉपिंग करनी है।"
क्या तुमने दवा ले ली है डॉक्टर ने कहा था कि इसे खाली पेट लेना,क्या तुमने दवा ले ली है? डॉक्टर ने कहा था कि इसे खाली पेट लेना।
में बस स्टॉप पर खडा हु क्या तुम मुझे वहा मिलोगे,मैं बस स्टॉप पर खड़ा हूँ। क्या तुम मुझे वहाँ मिलोगे?
क्या तुमने कंप्यूटर शट डाउन किया में अब घर जा रहा हु,क्या तुमने कंप्यूटर शट डाउन किया? मैं अब घर जा रहा हूँ।
टिकट काउंटर पर बहुत भीड है क्या तुम लाइन में लगोगे,टिकट काउंटर पर बहुत भीड़ है। क्या तुम लाइन में लगोगे?
क्या तुमने पिताजी से पूछा कि वो कहा है में उन्हें कॉल कर रहा हु,क्या तुमने पिताजी से पूछा कि वह कहाँ हैं? मैं उन्हें कॉल कर रहा हूँ।
ऑफिस की लिफ्ट खराब है क्या तुम सीढियो से आओगे,ऑफिस की लिफ्ट खराब है। क्या तुम सीढ़ियों से आओगे?
क्या तुमने अपना पासवर्ड बदल लिया है सुरक्षा के लिए ये जारूरी है,क्या तुमने अपना पासवर्ड बदल लिया है? सुरक्षा के लिए यह ज़रूरी है।
में जिम जा रहा हु क्या तुम भी कसरत करने चलोगे,मैं जिम जा रहा हूँ। क्या तुम भी कसरत करने चलोगे?
क्या तुमने लंच कर लिया है या में तुम्हारे लिए कुछ लाउ,क्या तुमने लंच कर लिया है या मैं तुम्हारे लिए कुछ लाऊँ?
दफ्तर के कागजात मेज पर रखे है क्या तुमने उन्हें फाइल किया,दफ्तर के कागजात मेज पर रखे हैं। क्या तुमने उन्हें फाइल किया?
क्या तुमने देखा कि चाबी कहा है में उसे अलमारी के पास ढूढ रहा हु,क्या तुमने देखा कि चाबी कहाँ है? मैं उसे अलमारी के पास ढूँढ रहा हूँ।
भाई क्या तुम मेरे साथ मार्केट चलोगे मुझे नया फोन खरीदना है,भाई! क्या तुम मेरे साथ मार्केट चलोगे? मुझे नया फोन खरीदना है।
क्या तुमने टीवी का रिमोट देखा है में उसे कब से ढूढ रहा हु,क्या तुमने टीवी का रिमोट देखा है? मैं उसे कब से ढूँढ रहा हूँ।
में छत पर खडा हु क्या तुम ऊपर आओगे,मैं पार्क में खड़ा हूँ। क्या तुम ऊपर आओगे?
क्या तुमने अखबार पडा है आज शहर में बहुत भीड होगी,क्या तुमने अखबार पढ़ा है? आज शहर में बहुत भीड़ होगी।
दफ्तर की मीटिंग शुरू होने वाली है क्या तुम तैयार हो,दफ्तर की मीटिंग शुरू होने वाली है। क्या तुम तैयार हो?
क्या तुमने अपना बैग पैक कर लिया है हमे सुबह जल्दी निकलना है,क्या तुमने अपना बैग पैक कर लिया है? हमें सुबह जल्दी निकलना है।
में दुकान पर हु क्या तुम्हे कुछ मगाना है,मैं दुकान पर हूँ। क्या तुम्हें कुछ मँगाना है?
क्या तुमने देखा कि वो कहा गया में तो वहा खडा था,क्या तुमने देखा कि वह कहाँ गया? मैं तो वहाँ खड़ा था।
भाई संभलकर चलो रास्ता बहुत पथरीला है और अंधेरा भी है,"भाई, संभलकर चलो! रास्ता बहुत पथरीला है और अंधेरा भी है।"
क्या तुमने अपना फोन चार्ज किया है बैटरी बहुत लो है,क्या तुमने अपना फोन चार्ज किया है? बैटरी बहुत लो है।
में लाइब्रेरी में हु क्या तुम यहा आओगे,मैं लाइब्रेरी में हूँ। क्या तुम यहाँ आओगे?
क्या तुमने दरवाजा लॉक किया मुझे बाहर से शोर सुनाई दे रहा है,क्या तुमने दरवाजा लॉक किया? मुझे बाहर से शोर सुनाई दे रहा है।
दफ्तर में आज बॉस बहुत खुश है क्या तुम्हे पता है क्यों,दफ्तर में आज बॉस बहुत खुश हैं। क्या तुम्हें पता है क्यों?
क्या तुमने अपनी प्रोफाइल फोटो बदली है ये बहुत अच्छी लग रही है,क्या तुमने अपनी प्रोफाइल फोटो बदली है? यह बहुत अच्छी लग रही है।
में बाज़ार जा रहा हु क्या तुम मेरे लिए लिस्ट बना दोगे,मैं बाज़ार जा रहा हूँ। क्या तुम मेरे लिए लिस्ट बना दोगे?
क्या तुमने देखा कि चश्मा कहा रखा है में उसे यहा वहा ढूढ रहा हु,क्या तुमने देखा कि चश्मा कहाँ रखा है? मैं उसे यहाँ-वहाँ ढूँढ रहा हूँ।
भाई सुनो क्या तुमने कल का मैच देखा बहुत मजा आया,"भाई, सुनो! क्या तुमने कल का मैच देखा? बहुत मज़ा आया।"
क्या तुम जानते हो कि मेट्रो स्टेशन कहा है में रास्ता भूल गया हु,क्या तुम जानते हो कि मेट्रो स्टेशन कहाँ है? मैं रास्ता भूल गया हूँ।
में गेट के पास इंतज़ार कर रहा हु क्या तुम जल्दी आओगे,मैं गेट के पास इंतज़ार कर रहा हूँ। क्या तुम जल्दी आओगे?
क्या तुमने फ्रिज में आइसक्रीम रखी है में उसे खाना चाहता हु,क्या तुमने फ्रिज में आइसक्रीम रखी है? मैं उसे खाना चाहता हूँ।
दफ्तर के काम से में बहुत परेशान हु क्या तुम मेरी सलाह मानोगे,दफ्तर के काम से मैं बहुत परेशान हूँ। क्या तुम मेरी सलाह मानोगे?
क्या तुमने खिड़की बंद की बाहर बहुत तेज हवा चल रही है,क्या तुमने खिड़की बंद की? बाहर बहुत तेज़ हवा चल रही है।
में रास्ते में हु क्या तुम घर पर मेरा इंतजार करोगे,मैं रास्ते में हूँ। क्या तुम घर पर मेरा इंतज़ार करोगे?
क्या तुमने वो फिल्म देखी है जो कल रिलीज हुई थी,क्या तुमने वह फिल्म देखी है जो कल रिलीज हुई थी?
भाई जल्दी करो बस आने वाली है और भीड बहुत ज्यादा है,"भाई, जल्दी करो! बस आने वाली है और भीड़ बहुत ज्यादा है।"
क्या तुमने अपना ईमेल चेक किया दफ्तर से मैसेज आया है,क्या तुमने अपना ईमेल चेक किया? दफ्तर से मैसेज आया है।
में मंदिर जा रहा हु क्या तुम भी मेरे साथ चलोगे,मैं मंदिर जा रहा हूँ। क्या तुम भी मेरे साथ चलोगे?
क्या तुमने देखा कि रिमोट कहा है में उसे सोफे के नीचे ढूढ रहा हु,क्या तुमने देखा कि रिमोट कहाँ है? मैं उसे सोफे के नीचे ढूँढ रहा हूँ।
उसकी आखे बहुत सुंदर हैं,उसकी आँखें बहुत सुंदर हैं।
मे कल दिल्ली जाऊगा,मैं कल दिल्ली जाऊँगा।
मेने कमरे मे देखा कोई नहीं था,"मैंने कमरे में देखा, कोई नहीं था।"
वह मेरी ओर आया और बोला,वह मेरी ओर आया और बोला।
सायेद आज बारिश होगी,शायद आज बारिश होगी।
मेने बहुत कोसिस की,मैंने बहुत कोशिश की।
